Note,Description,key
"4,5","Très bonne série ! Un grand Omar sy 

Certes ce n'est pas un triller avec un suspens insoutenable, c'est une bonne comédie où ont ne s'ennuie jamais, des épisodes pas trop long , vivement la saison 2 !!! 
 
Je ne comprends pas ses notes négatives mais bon après tout chacun son avis , ça serait dommage de passer à côté de cette série",1
"4,0","J'ai bien aimé ! Le scénario est plutôt bien fait, c'est bien joué. Le lien avec le ""vrai"" Arsène Lupin est bien traité dans cette aventure contemporaine. J'attends la suite avec impatience !",2
"4,5","Je comprends les critiques mais pas les notes en dessous de 3... franchement les acteurs sont excellents,  l intrigue est sympa, même si cette version de lupin est plus réaliste que l original.",3
"2,0","Une idée originale et sympa mais avec un scénario proche du super héros à venger par moment.
Ça manque de réalisme",4
"4,0","Je trouve que les avis relatifs à cette série sont injustes et gratuits - Le scénario n'est pas toujours des plus complexe mais il est très correct, cohérent et facile à suivre. La série est grand publique, les scènes sont belles à voir, c'est bien réalisé, les acteurs sont crédibles et probablement pensés pour plaire à l'international - J'ai personnellement pris du plaisir à regarder cette série !! - Et même si pour certains elle ne mérite pas la note maximal, elle ne mérite clairement pas des 0,5 ou 1 étoile -",5
"4,5","Cela fait un moment et un bon nombre de films qu’Omar SY nous a prouvé qu’il était un superbe acteur, et il le confirme encore cette fois. C’est prenant stressant et drôle à la fois, on ne s’arrête plus. On l’a finie en une soirée. 
J’admets faire aussi la petite comparaison avec le professeur dans la casa de Papel avec leur façon d’anticiper et de planifier et le plaisir à la fin d’une scène de dire « ah ouais il est trop fort » 
Bref un bon moment, un peu court 5 épisodes mais heureusement une suite arrive. Le succès à l’étranger est justifié.",6
"4,5","Cela fait un moment et un bon nombre de films qu’Omar SY nous a prouvé qu’il était un superbe acteur, et il le confirme encore cette fois. C’est prenant stressant et drôle à la fois, on ne s’arrête plus. On l’a finie en une soirée. 
J’admets faire aussi la petite comparaison avec le professeur dans la casa de Papel 
    spoiler: 
    avec leur façon d’anticiper et de planifier et le plaisir à la fin d’une scène de dire « ah ouais il est trop fort » 


Bref un bon moment, un peu court 5 épisodes mais heureusement une suite arrive. Le succès à l’étranger est justifié.",7
"4,5","Bonne série pour se détendre dans cette période compliquée. C est cool, moderne. Si vous attendez un remake de l ancienne série passer votre chemin,.. sinon si vous voulez passer un moment agréable foncez",8
"4,5","j'ai adoré, c'est sympa, c'est presque crédible, en tout cas on y croit... c'est LUPIN, il faut se laisser porter, une version bien modernisée du gentleman cambrioleur.",9
"4,5","Bonne série pour se détendre dans cette période compliquée. C est cool, moderne. Si vous attendez un remake de l ancienne série passer votre chemin,.. sinon si vous voulez passer un moment agréable foncez",10
"1,0","C'est une blague ?
Le premier épisode se laisse regarder et on est assez optimiste pour la suite en se disant que ce n'est que le début.
Mais la suite est affligeante, les épisodes suivants sont de pire en pire de plus en plus mal écrits... Le scenario est tellement mauvais... Comment est-ce possible d'avoir une série aussi mal scénarisée...?
Tout cela en 5 malheureux épisodes...
Une série pas finie, mal écrite...
Lisez les livres. ne perdez pas votre temps devant ce programme.",11
"1,0","C'est une blague ?
Le premier épisode se laisse regarder et on est assez optimiste pour la suite en se disant que ce n'est que le début.
Mais la suite est affligeante, les épisodes suivants sont de pire en pire de plus en plus mal écrits... Le scenario est tellement mauvais... Comment est-ce possible d'avoir une série aussi mal scénarisée...?
Tout cela en 5 malheureux épisodes...
Une série pas finie, mal écrite...
Lisez les livres. ne perdez pas votre temps devant ce programme.",12
"4,5",bonne série injustement noté Les acteurs sont excellents et l'histoire tient debout.Plaisant à regarder.,13
"4,0","Cette série ne mérite pas les mauvaises critiques que j'ai pu lire. A cause d'elles au départ je n'ai pas voulu la regarder mais grâce à elles j'ai été très agréablement surpris de la qualité de Lupin. C'est bien joué, astucieux, amusant, on a toujours envie de suivre la suite. Les frequents flash back parfois critiqués rajoutent au contraire de l'intensité narrative et contribuent à la richesse de l'expérience du spectateur. Seul regret : des épisodes de 42 minutes c'est trop court voire mesquin. Surtout quand on ne commence par diffuser que la moitié de la saison 1, donc 5 episodes seulement.",14
"1,0","Nul, mal joué, scénario mal ficelé, Maurice Leblanc doit se retourner dans sa tombe. Les comédiens sont du niveau du scénario: très mauvais.",0
"4,0","j'étais très septique sur la série mais bon elle se laisse regarder j'ai hâte de voire la partie 2 
bon après c'est quand même Omar Sy qui donne vraiment envie de regarder puis sans pas trop production française se qui est très gros point fort car on ne va pas se mentir les truc Français pas ouf de temps en temps cela se ressent quand meme dans la série surtout a cause des acteurs qui ne joue pas très bien style la journaliste que J'aime vraiment pas après le reste ça va
Note 3.5/5",1
"1,0","Nul, mal joué, scénario mal ficelé, Maurice Leblanc doit se retourner dans sa tombe. Les comédiens sont du niveau du scénario: très mauvais.",2
"3,5","j'étais très septique sur la série mais bon elle se laisse regarder j'ai hâte de voire la partie 2 
bon après c'est quand même Omar Sy qui donne vraiment envie de regarder puis sans pas trop production française se qui est très gros point fort car on ne va pas se mentir les truc Français pas ouf de temps en temps cela se ressent quand même dans la série surtout a cause des acteurs qui ne joue pas très bien style la journaliste que J'aime vraiment pas après le reste ça va
Note 3.5/5",3
"5,0",J'ai adoré ! Série tres bien construite qui fait du bien au cinéma français. Omar Sy rentre très bien dans son rôle.,4
"1,0","Quand on aime Lupin on ne peut qu’être déçu. Intrigue faiblarde, Omar Sy omni présent, pas de second rôle,rythme très lent, pas d’humour. Tout ce qui devrait exister pour qu’une série nous accroche et ne nous lache pas.
Où sont les scénaristes?
A éviter...",5
"1,5","Quand on aime Lupin on ne peut qu’être déçu. Intrigue faiblarde, Omar Sy omni présent, pas de second rôle,rythme très lent, pas d’humour. Tout ce qui devrait exister pour qu’une série nous accroche et ne nous lache pas.
Où sont les scénaristes?
A éviter...",6
"5,0",J'ai adoré ! Série tres bien construite qui fait du bien au cinéma français. Omar Sy rentre très bien dans son rôle.,7
"3,5",Sincèrement je ne comprend pas certains avis.. c'est une 1ère saison plutôt réussie avec cette une ou deux choses pas très réaliste mais pas mal du tout à voir si il y aura une suite mais moi je suis preneur .,8
"4,0","Excellente surprise selon moi ! 
Voir une série française se déroulant en France et tirant parti de son patrimoine culturel être à ce point exposée à l’international et surtout cartonner aux U.S, mais quel plaisir !
Alors oui ça peut manquer de réalisme par moments, mais il ne s'agit pas d'un documentaire sur le cambriolage, on est là pour le fun.
Si vous aimez les séries type Prison Break ou La Casa de Papel, vous pouvez y aller les yeux fermés c'est du bon !",9
"4,0","A ceux qui gueulent que la série ne correspond pas au personnage créé par Maurice Leblanc... Ouais... C'est tout simplement parce que ce n'est pas une adaptation. Arsène Lupin est d'ailleurs utilisé en tant que personnage du livre qui est un objet de la série.
Et oui... Le héro n'est pas Arsène Lupin.
La série en elle même est excellente. Le scénario est certes un peu simple, les rebondissements sont un peu attendus, et alors ? Le plaisir d'un divertissement comme cette série réside dans l'appréciation du moment que vous passez. On sourit, on s'étonne de certaines cascades, on rit de certaines répliques... Omar Sy est en place, il en impose (physiquement et dans son jeu) et le rythme est bon.
Si vous voulez retrouver du déjà fait, revoyez les épisodes de la série des années 70. Faites donc... Mais reprocher à la série un truc qu'elle n'a jamais voulu être (un remake) c'est absurde, soit vous n'avez pas compris qui est le personnage principal de cette série, soit vous êtes de mauvaise foi.",10
"5,0","Superbe omar sy *****
Impatiente de voir la suite.
Intrigue très rapide et maligne 
Vaut cinq étoiles tous les jours",11
"1,5","On aurait tellement aimé que cette série au succès mondial avec le gentil franco-americain omar sy porte haut l'étendard de la qualité française. Las, le scénario est indigent, la mise en scène poussive, sans imagination, les invraisemblances trop flagrantes se succèdent et Omar Sy fait du Omar Sy quelque soit son déguisement, le comble pour un cambrioleur caméléon.
A oublier",12
"5,0","super pour ce qui aime les série style Sherlock a voir et revoir 
surtout ne pas s attendre a film sur Arsène Lupin car c est juste un gars qui copie la façon d être de Arsène Lupin",13
"5,0","super pour ce qui aime les série style Sherlock a voir et revoir 
surtout ne pas s attendre a film sur Arsène Lupin car c est juste un gars qui copie la façon d être de Arsène Lupin",14
"5,0","Du génie ! Cette série est surprenante avec un Omar Sy qui nous donne un jeu d’acteur au top ! Vous pouvez vous lancer, vous ne perdrez pas votre temps !",0
"5,0","Du génie ! Cette série est surprenante avec un Omar Sy qui nous donne un jeu d’acteur au top ! Vous pouvez vous lancer, vous ne perdrez pas votre temps !",1
"3,5",Sincèrement je ne comprend pas certains avis.. c'est une 1ère saison plutôt réussie avec cette une ou deux choses pas très réaliste mais pas mal du tout à voir si il y aura une suite mais moi je suis preneur .,2
"5,0","Superbe omar sy *****
Impatiente de voir la suite.
Intrigue très rapide et maligne 
Vaut cinq étoiles tous les jours",3
"5,0","Excellente surprise selon moi ! 
Voir une série française se déroulant en France et tirant parti de son patrimoine culturel être à ce point exposée à l’international et surtout cartonner aux U.S, mais quel plaisir !
Alors oui ça peut manquer de réalisme par moments, mais il ne s'agit pas d'un documentaire sur le cambriolage, on est là pour le fun.
Si vous aimez les séries type Prison Break ou La Casa de Papel, vous pouvez y aller les yeux fermés c'est du bon !",4
"3,5","Alors oui il y a des énormes raccourcis scénaristiques, mais si on oublie deux minutes la crédibilité des faits et bien... On passe un très bon moment ! La photographie, l'image, le son sont vraiment de bonnes factures. Le jeu d'acteur est lui très inégal mais globalement c'est une très bonne surprise. Pas la série de l'année, mais elle ne mérite pas le bashing qui lui est destiné.",5
"3,0","Alors oui il ya des énormes raccourcis scénaristiques, mais si on oublie deux minutes la crédibilité des faits et bien... On passe un très bon moment ! La photographie, l'image, le son sont vraiment de bonnes factures. Le jeu d'acteur est lui très inégal mais globalement c'est une très bonne surprise. Pas la série de l'année, mais elle ne mérite pas le bashing qui lui est destiné.",6
"4,5","Bonne série,  on la regarde avec plaisir, on suit l'intrigue avec l'envie de savoir. Pas mémorable certes mais efficace et distrayant...ce qu'on demande à une série TV.",7
"4,5","Bonne série,  on la regarde avec plaisir, on suit l'intrigue avec l'envie de savoir. Pas mémorable certes mais efficace et distrayant...ce qu'on demande à une série TV.",8
"4,0","Excellente série, la réalisation est au top, les acteurs sont tous bons. Le casting est super bien pensé, Omar Sy joue très bien comme souvent. Vivement la saison 2 ! Merci Netflix pour cette petite pépite.",9
"4,5",Super série ! bien écrit - Paris est mis en valeur et les personnages sont très bien joués - très bon moment de détente dans cette série saison 1 vivement la suite -,10
"4,0","Excellente série, la réalisation est au top, les acteurs sont tous bons. Le casting est super bien pensé, Omar Sy joue très bien comme souvent. Vivement la saison 2 ! Merci Netflix pour cette petite pépite.",11
"4,0","C'est divertissant, l'image est belle, alors c'est sûr que la série ne se prend pas le chou sur la fidélité absolue à Maurice Leblanc, mais pour ma part je ne demande pas à une série d'être une thèse sur un auteur.",12
"2,0","Cette série ressemble à une propagande progressiste de vivre ensemble et d'appropriation culturelle. Les blancs sont les méchants, les basanés sont les gentils.",13
"4,0","C'est divertissant, l'image est belle, alors c'est sûr que la série ne se prend pas le chou sur la fidélité absolue à Maurice Leblanc, mais pour ma part je ne demande pas à une série d'être une thèse sur un auteur.",14
"4,0","J'ai beaucoup aimé la série, le bémol est pour le dernier épisode qui m'a étonné comparé au reste de la série. J'ai hâte de voir pour la suite si ça redevient aussi captivant que les 2 premiers épisodes.",0
"4,0","J'ai beaucoup aimé la série, le bémol est pour le dernier épisode qui m'a étonné comparé au reste de la série. J'ai hâte de voir pour la suite si ça redevient aussi captivant que les 2 premiers épisodes.",1
"2,0","Scénario passable, un jeu d’acteur moyen. Heureusement Omar Sy remonte le niveau. Saison 2 évitable",2
"5,0",Film très bien joué acteur attachant rien à redire j'ai hâte de retrouver la série Omar Sy et un très bon acteur,3
"4,5","Excellente série, jai très hâte de voir la suite, Bravo à Omar Sy et aux acteurs vraiment bien Merci 👏👏Bravo Bravo",4
"5,0","Excellent, bien joué, divertissant mais malheureusement que 5 épisodes!  J'en aurais pris beaucoup plus, surtout que ca se termine de façon...   à voir absolument!",5
"5,0","Super ctachy! L'histoire est bien ficelée. J'ai regardé tous les épisodes en une soirée.
Bien filmé.",6
"4,5","Série de qualité, qui reprend et s'approprie l'oeuvre de Leblanc d'une façon résolument moderne. Le scénario est intéressant, les acteurs très bons. Très plaisant de voir une série qui pourrait être diffusée en dehors des frontières françaises tout en évitant les stéréotypes, notamment dans la façon de filmer Paris de façon assez sobre.",7
"4,5","Série de qualité, qui reprend et s'approprie l'oeuvre de Leblanc d'une façon résolument moderne. Le scénario est intéressant, les acteurs très bons. Très plaisant de voir une série qui pourrait être diffusée en dehors des frontières françaises tout en évitant les stéréotypes, notamment dans la façon de filmer Paris de façon assez sobre.",8
"1,5","De bons acteurs, un thème porteur ""le gentleman cambrioleur"", et une campagne de communication hors norme.
Il manque juste un scénario ! Dès les 20 premières minutes de l'épisode 1 tout est cousu de fil blanc... Tout est clair sur la trame et l'aboutissement de la série.
Manque de suspense, de rythme et de vraisemblance... Très décevant pour un si gros budget... Moi qui adore Omar Sy, il aurait fait un super Lupin dans une série correctement écrite.",9
"5,0","Excellent, bien joué, divertissant mais malheureusement que 5 épisodes!  J'en aurais pris beaucoup plus, surtout que ca se termine de façon...   à voir absolument!",10
"5,0","Magnifique série! Omar Sy joue très bien, j'ai adoré, hâte de voir la saison 2! A voir absolument...",11
"5,0","Magnifique série! Omar Sy joue très bien, j'ai adoré, hâte de voir la saison 2! A voir absolument....",12
"2,0",Bien ennuyant...un scénario plus que simple..une intrigue à la Disney et un jeux d'acteur fascinant...bref  tu peux le mettre en bruit de fond ça dérangera personne !,13
"1,5","Scénario passable, un jeu d’acteur moyen. Heureusement Omar Sy remonte le niveau. Saison 2 évitable",14
"5,0","J'ai adoré
 le film est très bien joué
 les acteurs sont attachant ce n'est pas Arsène Lupin Omar Si s'en inspiré  seulement 
et puis on est à Paris",0
"5,0","Un bon divertissement, les images sont magnifique, les rôles, l'histoire, moi j'aime on attend la suite...",1
"5,0","Un bon divertissement, les images sont magnifique, les rôles, l'histoire, moi j'aime 
    spoiler: 
    on attend la suite

...",2
"4,0",Vu les 2 premiers  épisodes et franchement nous avons trouvé cela tres bien joué et bien mené avec suspense et très bon jeu d'acteurs.  Pas du toug d'accord avec les critiques.  Envie de voir les prochains!,3
"4,0",Vu les deux premiers  épisodes et franchement nous avons trouvé cela tres bien joué et bien mené avec suspense et très bon jeu d'acteurs.  Pas du tout d'accord avec les critiques.  Envie de voir les prochains!,4
"5,0","Amatrice de séries en tout genres mais surtout américaines. J’ai vraiment aimé cette série française, pour une fois, car pas trop sur-jouée par les acteurs! Surtout  Omar SI, qui joue bien son rôle. Très distrayant et dynamique !",5
"5,0","J’ai vraiment aimé une série française, pour une fois, car pas trop sur-jouée par les acteurs! Surtout  Omar SI, qui joue bien son rôle. Très distrayant et dynamique !",6
"4,5","Les goûts, les avis, les opinions et les couleurs ça ne se discutent pas. On a le droit d'avoir aimer ou pas.
Personnellement, j'ai passé un très bon moment devant cette première partie.
Des rôles bien distribués et bien joués, une histoire crédible et un rythme qui ne m'a pas laissé décrocher.
On est d'accord que ce n'est pas Arsène Lupin, mais quelqu'un qui s'en inspire pour se venger.
Un bon moment à mon goût.
Vivement la partie 2.",7
"4,5","Eternel ""french bashing"" habituel, c'est lourd à la fin. Entre ceux qui la dégomme juste parce que c'est français et les pseudos experts des livres qui peuvent pas s'empêcher de l'ouvrir pour dire qu'il en ont lu un étant petit, c'est lassant. 
(encore une victime du syndrome autodestructeur français : chez les autres c'est toujours mieux bla bla bla..., d'ailleurs comparez les notes & critiques avec l'équivalent d'allociné américain  c'est flagrant)

Lupin est une série sympathique et qui vaut largement ses équivalentes américaines ou européennes, il y a certes des faiblesses notamment dans le développement des personnages secondaires, mais c'est prenant, l'intrigue est bonne, ça se regarde avec plaisir, vivement la suite !",8
"4,5","Pour une fois qu'il y a une série sur Netflix sans violence inutile, sans sexe, avec une réalisation et un scénario pas extraordinaire mais correct, je regarde. J'étais à deux doigts de résilier Netflix tant les navets immoraux sont nombreux...",9
"4,5","Une bonne série française, bien filmée, bien interprétée (n'en déplaise aux personnes ayant un problème avec Omar Sy - allez savoir pourquoi), un poil tirée par les cheveux (mais c'est l'exercice qui veut ça), très divertissante et positive (ça nous change).
La progression de l'intrigue est intéressante,  et j'attends la suite avec impatience.",10
"4,5",J'ai du mal à comprendre la mauvaise moyenne. Du coup je met un 5 étoiles au lieu de 4. C'est divertissant et même parfois jouissif. Les ficelles sont parfois un peu grosses mais ça ne nuit pas au scénario. A voir !,11
"5,0","Alors, franchement UN IMMENSE BRAVO à Netflix, la série est intéressante et nous plonge bien dans l'univers policier. Egalement bravo à eux puisque la série est 1ère quasiment partout dans le monde.
Je ne connaissais pas tellement l'univers D'Arsène Lupin, mais pourtant cette série m'a énormément plu. Elle peut plaire à beaucoup de monde, grâce à sa bande sonore et aussi grâce au suspense intense, JE VEUX LA SAISON 2 MAINTENANT mdr. La fin qu'on nous a laissé nous donnes envie de continuer l'histoire, de savoir la suite
Bref si vous hésitez à le regarder, même si vous n'êtes pas fans d'arsène lupin regardez cette série, faites moi confiances vous ne saurez pas déçu.",12
"3,0","Un Omar Sy au top, rien à dire, par contre vous aurez pu mieux faire pour les acteurs qui l'entourent, certains jouent super bien mais d'autres sont juste pas à leurs places. Je citerai personne mais il fallait prendre des acteurs avec de l'expérience pour jouer les rôles. Le culte d'un acteur c'est de faire oublier qu'il joue, Omar le fait a la perfection, la journaliste(Anne Benoît) joue tellement bien, pour moi c'est celle qui excelle avec pèlegrini (Hervé Pierre).. Je mettrai comme même une bonne note à la série pour honoré ces personnes cités mais je comprends pourquoi certains mettent des 0,5.. L'histoire aurait mériter plus de dialogues après je sais que c'est une série qui se veut action donc pour ça que les séquences sont très courtes. J'ai cité que 3 acteurs mais d'autres jouent bien biensur après y'en à que j'aime pas mais c'est comme ça. Ludivine sagnier est excellente, on oublie qu'elle joue un personnage tellement c'est fort. Pour finir je pense que le problème n'est pas les acteurs mais l'exigence mise pour cette série. J'ai deja vu par le passé des acteurs excelles dans certains films et jouaient super mal dans d'autres. Il fallait peut être travailler plus quelques séquences.",13
"5,0","Une très bonne serie j en suis a l episode 4. divertissant, bien filmé, on se prend au jeu et chaque fois on veut en savoir plus.",14
"5,0","J'ai adoré je l'ai vu d'une traite ! le rythme est trépidant les histoires s'enchaînent sans aucun moment de blanc, les personnages sont attachants. Un grand Omar Sy. C'est un chef-d'œuvre !",0
"5,0","Une très bonne serie j en suis a l episode 4. divertissant, bien filmé, on se prend au jeu et chaque fois on veut en savoir plus.",1
"4,5","Beaucoup de fraîcheur dans ces 5 premiers épisodes. Enfin une série française bien réalisée, pas trop ""culcul"" et qui nous procure des émotions. Il faut dire que la palette du jeu d'Omar Sy y est pour beaucoup. Les critiques négatives sont justifiées par la non connaissance des livres d'Arsène Lupin. La série est truffée de références et c'est un vrai plaisir. Hâte de voir la suite des événements.",2
"4,5",Série phare de Netflix en ce moment. On peut comprendre l'engouement qu'elle suscite. Intrigue permanente et excellents jeux d'acteurs qui amplifient les rebondissements du scénario.Une réussite pour une série Française.   Vivement la saison 2,3
"4,0","J'ai eu peur que l'on cherche à recréer un Ardenne Lupin, mais en fait c'est bien un Lupin d.après...
Et on prend vraiment du plaisir sur cette série :-)",4
"4,0",Un bon moment passé en famille. Un manque de rythme par instant qui explique que je n'ai pas mis la note maximale,5
"3,5","Il faut arrêter de critiquer car c’est Français ... Soutenez vous plutôt que toujours vous critiquer ! Effectivement les scénarios sont très grotesques, mais dites vous la meme choses lorsqu’il s’agit de vos fameux Américains ?  Alors oui la partie policière et enquête ressemble plus à du Taxi plutôt qu’aux Experts ! Mais c’est une série sympas à regarder, ou on se prends dedans, on est justement intrigué à force que les scénarios grotesques se présentent. Omar Sy est attachant comme on le connaît, et hâte de voir la suite !",6
"2,0","Lupin : série sympa mais vraiment très confuse. Il n'y a pas que l'aiguille qui est creuse. Des allers-retours passé/présent innombrables.
Clichés vers l'histoire d'Arsène Lupin. Donnera peut-être le goût de découvrir Maurice Leblanc  et son héros.",7
"4,0","J'ai été très surpris par cette première saison, j'ai hâte de voir la saison 2.
J’espère que celle ci sera aussi prenante avec plus d'intrigues et plus d'action ont croisent les doigts pour que Omar si se mette au régime lol et les mauvaises critiques devraient lever les fesses de leurs canapé et arrêter de croire quil y a qu'au state qu'il y a de bon scénariste bonne journée.",8
"0,5","ATTENTION : SPOILED 
Mon avis sort de toute polémique, bien au contraire je soutiens la liberté d'expression. Mais cette serie est une des séries à budget les plus mauvaise que j'ai pu voir. Des acteurs de qualités que l'on retrouve plongés dans une histoire irréaliste, avec un rythme soutenu mal orchestré. Le premier épisode donne le tempo pour un scénario médiocre et fade avec une histoire à dormir debout. Un ""héros"" qui entraîne un caïd de cité dans un casse abracadabrantesque, ce en le menaçant chez lui, juste après avoir étais soi-même menacé. Cette scène trop rapide n'a aucun sens, il retourne le ""balaise"" de la cité avec une petite technique d'aïkido, alors que la personne en face de lui est non seulement plus forte que lui ( mais une technique peut passer une fois par surprise sur plus fort que soi) mais au lieu de se venger dessuite ils vont le suivre et prendre des risques colossaux pour de l'argent que lui leurs doit. Je passe outre dans ma critique les incohérences dans leurs preparations en montrant leurs visages pour les repérages et bien sûr toutes les péripéties incohérentes et d'une bêtise sans nom. Et tout cela se retrouve simplement dans le premier épisode.., la suite de la saison est du même acabit. Une série qui est à déconseiller.",9
"4,0","J'ai bien aimé : un bon jeu d'acteurs, sans trop de niaiseries ni d'exagérations larmoyantes sur le contexte. Une histoire assez bien ficelée qui fait oublier les quelques approximations (il y a tout de même une peu d'actions improbables ou irréalistes).
Dans l'ensemble c'est pas mal et c'est prenant :)",10
"5,0","spoiler: 
    

vraiment top. Histoire, casting, bien filmé et bonne musique. C'est trop court tellement c'est bon! Un casa de papel élégant et pourtant engagé. Je mets largement 5 étoiles",11
"4,0","J'ai bien aimé : un bon jeu d'acteurs, sans trop de niaiseries ni d'exagérations larmoyantes sur le contexte. Une histoire assez bien ficelée qui fait oublier les quelques approximations (il y a tout de même une peu d'actions improbables ou irréalistes).
Dans l'ensemble c'est pas mal et c'est prenant :)",12
"5,0","vraiment top. Histoire, casting, bien filmé et bonne musique. C'est trop court tellement c'est bon! Un casa de papel élégant et pourtant engagé. Je mets largement 5 étoiles",13
"4,5","on a bien aimé avec ma femme. 
on a tout de suite accroché et enchaîné 4 épisodes. 
omar sy joue très bien comme à son habitude. 
la moralité de l'histoire est aussi très intéressante. 
on recommande.",14
"5,0","Suspens et humour un peu de magie  un succès je recommande la série de netflix bravo pour le scénario 
    spoiler:",0
"4,5","Certains ne prennent pas plaisir a regarder cette série, certains critiquent par principe surtout quand il s'agit d'omar sy. Cette série est pourtant rafraîchissante et pas si pauvre que ça dans le scénario à condition de bien regarder. Entre gentleman et voyou, attachant et égocentrique omar sy crève l'écran évidemment mais le rythme est plaisant, l'humour bien distillé et la réalisation agréable à regarder. 
Alors certes il s'agit là d'une série et non pas de la vraie vie et certaines situations paraissent improbables et peu réalistes mais sans non plus tomber dans la caricature. 
vivement la partie 2",1
"4,0","Très bonne série française mêlant action, suspens et rebondissement. ! Il était temps. Ne pas faire attention aux gens de mauvaise fois qui critiquent sans avoir vu la série (il semble y en avoir beaucoup).",2
"4,0","Très bonne série française mêlant action, suspens et rebondissement. ! Il était temps. Ne pas faire attention aux gens de mauvaise fois qui critiquent sans avoir vu la série (il semble y en avoir beaucoup).",3
"4,0","Une série divertissante et un bon jeu d'acteur. Cependant, manque de crédibilité du scénario parfois.",4
"4,0","Une série divertissante et un bon jeu d'acteur. Cependant, manque de crédibilité du scénario parfois.",5
"2,5","Pfouaaa je suis bien déçue :(     je trouve l'ensemble très monotone, je trouve que le jeu de Omar Sy n'est pas fifou.. toujours la même expression de satisfaction sur le visage. Je trouve souvent que l'ensemble me fait penser à du Luc Besson : rythme des caméras intéressant, mais des dialogues carrément plats, pompeux alors que rédactionnellement pas inspirés, scolaires en terme d'élaboration : voilà ce qui me fait penser à du Besson. Le pire moment à l'épisode 3 : La phrase : ""il est malin comme un singe, oups"" m'a limite donné envie de lâcher tant c'est lourdingue ce clin d'oeil pourri qui n'a tellement rien à faire la.
Venant de finir la série Ovni qu'elle retombée ;)",6
"4,5",Excellente série.  Plein d humour et Omar Sy  un rôle qui lui va comme un gant.  Dans l attente de la saison 2,7
"4,0","Divertissante, agréable, prenante, et bien portée par Omar Sy. Il y a vraiment des gens qui se demandent dans les commentaires pourquoi la série s'appelle Lupin oO. Ont-ils seulement regardé la série avant de mettre une étoile ?",8
"4,0","C'est rythmé, bien réalisé, les clins d'œil à l'œuvre littéraire sont légion. Le tout transcrit dans notre époque avec de l'humour. Les quelques clichés servent cet humour et l'intrigue n'en reste pas moins captivante. Si on accepte une réinterprétation de l'œuvre, c'est une bonne série dont on a hâte de découvrir la suite.",9
"3,0","Franchement c'est une série honorable. Je sais pertinemment qu'il y a pas mal d'incohérences mais ce n'est pas grave, on ne se prend pas la tête et on se laisse guider. Peut être un peut trop d'ailleurs avec un début où on a un peu l'impression d'être pris par la main pour tout nous expliquer.
 Par contre qu'est-ce que c'est tellement bien filmé aussi ! Bref une bonne surprise que j'ai binge en une soirée. Ça fait plaisir de la voir s'exporter et être n°1 dans plusieurs pays du monde.",10
"3,0","omar sy est excellent , mais j'ai l'impression qu'il est comme quand je regardes cette série , on s'ennuie , pas de trace de malice , humour très très pale , pauvre arsène !",11
"4,0","C'est rythmé, bien réalisé, les clins d'œil à l'œuvre littéraire sont légion. Le tout transcrit dans notre époque avec de l'humour. Les clichés servent cet humour et l'intrigue n'en reste pas moins captivante. Si on accepte une réinterprétation de l'œuvre et qu'on évite de tout politiser, c'est une bonne série dont on a hâte de découvrir la suite.",12
"3,0","En famille... 3 enfants..de .11 a 15... ans.
Vu toute la saison 1  en 1 soirée.... oui on voit où on veut nous emmener... peut être trop parfois.... mais c'est un vrai divertissement .. ça reste plaisant sans se prendre au sérieux.",13
"1,5","Le jeux d'acteur est clairement mauvais. Le pire est le scénario complètement improbable. On dirait Julie Lescaut avec des drones et un peu plus de budget.
J'insiste mais le scénario est vraiment bidon. Impossible d'y croire une seule minute. Il n'y a rien d'Arsène Lupin dans cette série à part le nom.",14
"5,0","série très sympa avec de bonnes scènes d'action, une intrigue original, Omar SY n'est pas Arsène Lupin mais une personne qui s'inspire de Lupin.
La série n'a pas plu à la fachosphère d'où la note si basse pourtant elle cartonne dans le monde entier",0
"1,0","Je mets 1 pour la musique mais que d'incohérences et de clichés... c'est tellement gros, tout va trop vite et tout est mal ficelé. Apparemment ça cartonne au USA, il en faut pour tout le monde...",1
"5,0",Superbe ! Quel travail !  Première série française passionnante bien filmé ! Beau choix d’acteur bravo,2
"5,0",Très belle série. On est rapidement pris par l'intrigue de l'histoire. Je ne comprend pas pourquoi il y a autant d'avis négative.,3
"4,0","Assez fidèle à l'esprit des livres. Omar S'y est très bien. Une bonne adaptation originale, même si l'histoire se passe à notre époque.",4
"5,0","Bonne série, de bons acteurs, bref je conseille vivement.... on enchaîne les épisodes pour ma part en deux soirées et hâte de voir la saison 2",5
"5,0","Série fini en une journée hâte d’avoir la fin 
Elle est géniale 
Tout public je l’ai regardé avec ma mère qui a 60 ans",6
"5,0","Série fini en une journée hâte d’avoir la fin 
Elle est géniale 
Tout public je l’ai regardé avec ma mère qui a 60 ans",7
"4,5","je comprends pas la note des spectateurs, c'est une série bien réalisé avec des moyens, un scénario bien ficelé de bon acteurs, une fois le premier épisode lancer on ne peut pas  s'empêcher de voir le suivant.",8
"3,5","assez surprenant !! je m'attendais à une série pas terrible au final j'ai été surprise par la qualité du scénario 
Omar Sy porte à lui tout seul cette série",9
"4,0","Très bien ficelée,  une bonne série française ce qui est rare de nos jours.
Remboursements,  humour , aventure au programme",10
